Środa,12,Sierpień,2026,09:42:36:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'015,,,,Grupa C:,'016
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Zliczanie,Zliczanie,Zliczanie, ,,Zliczanie, , , 
,854.12,0,84.0,0.0,11110111,853.59,0,0,0,nieaktywna,853.85,0, , ,nieaktywna
,854.92,0,84.0,0.0,11110111,854.38,0,0,0,nieaktywna,854.65,0, , ,nieaktywna
,855.73,0,84.0,0.0,11110111,855.20,0,0,0,nieaktywna,855.46,0, , ,nieaktywna
,856.53,0,84.0,0.0,11110111,855.99,0,0,0,nieaktywna,856.26,0, , ,nieaktywna
,857.33,0,84.0,0.0,11110111,856.80,0,0,0,nieaktywna,857.07,0, , ,nieaktywna
,858.13,0,84.0,0.0,11110111,857.60,0,0,0,nieaktywna,857.87,0, , ,nieaktywna
,858.95,0,84.0,0.0,11110111,858.40,0,0,0,nieaktywna,858.68,0, , ,nieaktywna
,859.77,0,84.0,0.0,11110111,859.23,0,0,0,nieaktywna,859.49,0, , ,nieaktywna
,860.59,0,85.5,0.0,11110111,860.03,0,0,0,nieaktywna,860.31,0, , ,nieaktywna
,861.42,0,85.5,0.0,11110111,860.85,0,0,0,nieaktywna,861.12,0, , ,nieaktywna
,862.22,0,85.5,0.0,11110111,861.68,0,0,0,nieaktywna,861.94,0, , ,nieaktywna
,863.04,0,85.5,0.0,11110111,862.50,0,0,0,nieaktywna,862.77,0, , ,nieaktywna
,863.85,0,85.5,0.0,11110111,863.31,0,0,0,nieaktywna,863.57,0, , ,nieaktywna
,864.63,0,85.5,0.0,11110111,864.10,0,0,0,nieaktywna,864.37,0, , ,nieaktywna
,865.43,0,85.5,0.0,11110111,864.90,0,0,0,nieaktywna,865.16,0, , ,nieaktywna
,866.24,0,85.5,0.0,11110111,865.70,0,0,0,nieaktywna,865.98,0, , ,nieaktywna
,867.04,0,85.5,0.0,11110111,866.51,0,0,0,nieaktywna,866.77,0, , ,nieaktywna
