Czwartek,27,Sierpień,2026,06:31:56:00009-VCID:1C3761778CABCE7337-515A,Wersja VCDS: AKP 23.3.1,Wersja danych: 20230601 DS346.2
047 906 033 L,,1.4l SIMOS3PA   00HS5401,

,Grupa A:,'001,,,,Grupa B:,'002,,,,Grupa C:,'032
,,Obroty silnika,Temperatura,Lambda,Bity binarnie,,Obroty silnika,Obciążenie,Czas wtrysku,Ciśnienie rzecz.,,Lambda,Lambda, , 
,2252.01,2272,85.5,-2.7,01101001,2252.35,2240,17.6,2.06,244.8,2251.68,0.0,-4.7, , 
,2253.02,2240,85.5,-3.1,01101001,2253.37,2208,16.1,2.06,244.8,2252.68,0.0,-4.7, , 
,2254.05,2176,84.0,-0.4,01101001,2254.36,2144,16.1,2.06,244.8,2253.71,0.0,-4.7, , 
,2255.02,2112,84.0,5.9,01101001,2255.36,2112,23.5,2.06,316.2,2254.68,0.0,-4.7, , 
,2256.04,2080,85.5,12.5,01101001,2256.36,2048,40.0,4.12,479.4,2255.69,0.0,-4.7, , 
,2257.05,2048,84.0,24.2,01101001,2257.38,2048,45.9,5.15,550.8,2256.70,0.0,-4.7, , 
,2258.10,2016,84.0,31.3,01101001,2258.44,2016,53.3,7.21,612.0,2257.75,0.0,-4.7, , 
,2259.13,2016,84.0,33.6,01101001,2259.50,2016,51.8,6.18,612.0,2258.78,0.0,-4.7, , 
,2260.21,2016,84.0,31.6,01101001,2260.55,2016,57.6,7.21,652.8,2259.84,0.0,-4.7, , 
,2261.27,2016,84.0,0.0,01101001,2261.61,2048,81.2,11.33,907.8,2260.90,0.0,-4.7, , 
,2262.32,2048,84.0,-9.8,01101001,2262.66,2080,82.7,10.30,907.8,2261.96,0.0,-4.7, , 
,2263.38,2080,84.0,0.0,01101001,2263.73,2080,71.0,9.27,795.6,2263.03,0.0,-4.7, , 
,2264.42,2112,84.0,-6.3,01101001,2264.76,2144,76.9,10.30,846.6,2264.07,0.0,-4.7, , 
,2265.43,2144,84.0,-9.4,01101001,2265.76,2176,73.7,8.24,826.2,2265.10,0.0,-4.7, , 
,2266.44,2208,84.0,0.0,01101001,2266.79,2208,54.5,7.21,632.4,2266.10,0.0,-4.7, , 
,2267.44,2240,84.0,0.8,01101001,2267.78,2240,66.3,8.24,754.8,2267.11,0.0,-4.7, , 
,2268.45,2240,84.0,-8.6,01101001,2268.78,2272,69.4,8.24,775.2,2268.10,0.0,-4.7, , 
,2269.45,2272,84.0,-14.5,01101001,2269.80,2272,73.7,8.24,826.2,2269.11,0.0,-4.7, , 
,2270.48,2304,84.0,-16.0,01101001,2270.80,2304,73.7,8.24,795.6,2270.13,0.0,-4.7, , 
,2271.46,2304,84.0,-15.6,01101001,2271.80,2336,71.0,7.21,775.2,2271.14,0.0,-4.7, , 
,2272.53,2336,84.0,-11.7,01101001,2272.87,2336,54.5,6.18,632.4,2272.17,0.0,-4.7, , 
,2273.51,2336,84.0,0.4,01101001,2273.84,2336,53.3,6.18,612.0,2273.19,0.0,-4.7, , 
,2274.54,2336,84.0,0.0,01101001,2274.85,2336,42.7,5.15,499.8,2274.20,0.0,-4.7, , 
,2275.51,2336,84.0,4.3,01101001,2275.85,2336,41.2,5.15,499.8,2275.19,0.0,-4.7, , 
,2276.55,2336,84.0,6.3,01101001,2276.88,2368,36.9,5.15,438.6,2276.21,0.0,-4.7, , 
,2277.59,2368,84.0,9.0,01101001,2277.95,2368,35.3,4.12,418.2,2277.26,0.0,-4.7, , 
,2278.71,2400,84.0,9.8,01101001,2279.06,2400,34.1,4.12,418.2,2278.35,0.0,-4.7, , 
,2279.79,2400,84.0,11.3,01101001,2280.16,2400,34.1,4.12,418.2,2279.43,0.0,-4.7, , 
,2280.84,2432,84.0,11.3,01101001,2281.20,2400,34.1,5.15,418.2,2280.48,0.0,-4.7, , 
,2281.90,2432,84.0,11.3,01101001,2282.26,2400,34.1,4.12,418.2,2281.55,0.0,-4.7, , 
,2282.93,2400,84.0,8.6,01101001,2283.29,2400,32.5,4.12,397.8,2282.59,0.0,-4.7, , 
,2284.00,2368,84.0,8.2,01101001,2284.34,2368,35.3,5.15,418.2,2283.65,0.0,-4.7, , 
,2285.06,2336,84.0,6.6,01101001,2285.39,2336,41.2,5.15,479.4,2284.69,0.0,-4.7, , 
,2286.07,2304,84.0,6.6,01101001,2286.38,2304,47.1,6.18,550.8,2285.71,0.0,-4.7, , 
,2287.06,2272,84.0,0.0,01101001,2287.39,2272,63.5,8.24,714.0,2286.72,0.0,-4.7, , 
,2288.05,2272,84.0,-7.8,01101001,2288.39,2272,63.5,8.24,714.0,2287.72,0.0,-4.7, , 
,2289.05,2240,84.0,-10.2,01101001,2289.41,2240,59.2,6.18,673.2,2288.72,0.0,-4.7, , 
,2290.10,2240,84.0,-6.6,01101001,2290.46,2240,47.1,6.18,571.2,2289.76,0.0,-4.7, , 
,2291.15,2208,84.0,-2.7,01101001,2291.51,2208,54.5,7.21,612.0,2290.81,0.0,-4.7, , 
,2292.18,2208,84.0,-9.8,01101001,2292.52,2208,71.0,8.24,775.2,2291.85,0.0,-4.7, , 
,2293.21,2240,84.0,-16.4,01101001,2293.56,2240,71.0,8.24,795.6,2292.87,0.0,-4.7, , 
,2294.23,2240,84.0,-17.6,01101001,2294.58,2272,72.2,8.24,795.6,2293.89,0.0,-4.7, , 
,2295.26,2272,84.0,-17.2,01101001,2295.60,2272,71.0,8.24,775.2,2294.92,0.0,-4.7, , 
,2296.29,2304,84.0,-16.8,01101001,2296.60,2304,71.0,8.24,775.2,2295.95,0.0,-4.7, , 
,2297.31,2304,84.0,-17.2,01101001,2297.67,2304,62.0,7.21,693.6,2296.96,0.0,-4.7, , 
,2298.35,2304,84.0,-9.8,01101001,2298.71,2304,54.5,7.21,632.4,2298.01,0.0,-4.7, , 
,2299.38,2304,84.0,-4.3,01101001,2299.72,2304,36.9,4.12,438.6,2299.06,0.0,-4.7, , 
,2300.36,2304,84.0,0.8,01101001,2300.67,2304,32.5,4.12,397.8,2300.03,0.0,-4.7, , 
,2301.36,2272,84.0,-2.0,01101001,2301.69,2272,25.1,3.09,336.6,2301.01,0.0,-4.7, , 
,2302.39,2272,85.5,-3.1,01101001,2302.73,2240,25.1,3.09,336.6,2302.04,0.0,-4.7, , 
,2303.39,2240,84.0,-3.5,01101001,2303.71,2240,25.1,3.09,336.6,2303.05,0.0,-4.7, , 
,2304.39,2240,84.0,-3.5,01101001,2304.72,2240,25.1,3.09,336.6,2304.07,0.0,-4.7, , 
,2305.39,2240,84.0,-3.1,01101001,2305.75,2240,26.7,3.09,357.0,2305.04,0.0,-4.7, , 
,2306.45,2240,85.5,-3.5,01101001,2306.81,2240,26.7,3.09,336.6,2306.09,0.0,-4.7, , 
,2307.51,2240,85.5,-3.5,01101001,2307.86,2240,26.7,3.09,357.0,2307.17,0.0,-4.7, , 
,2308.56,2240,84.0,-3.5,01101001,2308.89,2240,28.2,3.09,357.0,2308.21,0.0,-4.7, , 
,2309.57,2240,85.5,-1.6,01101001,2309.91,2208,32.5,4.12,418.2,2309.23,0.0,-4.7, , 
,2310.58,2208,85.5,0.4,01101001,2310.93,2208,32.5,4.12,397.8,2310.24,0.0,-4.7, , 
,2311.63,2208,84.0,0.0,01101001,2311.98,2208,25.1,3.09,336.6,2311.30,0.0,-4.7, , 
,2312.66,2176,84.0,-6.6,01101001,2313.00,2176,19.2,2.06,275.4,2312.31,0.0,-4.7, , 
,2313.69,2144,85.5,-11.7,01101001,2314.03,2144,17.6,2.06,275.4,2313.34,0.0,-4.7, , 
,2314.69,2144,84.0,-10.9,01101001,2315.04,2112,19.2,2.06,275.4,2314.35,0.0,-4.7, , 
,2315.73,2112,84.0,-14.1,01101001,2316.08,2112,22.0,2.06,316.2,2315.37,0.0,-4.7, , 
,2316.75,2080,84.0,-15.6,01101001,2317.09,2080,25.1,2.06,336.6,2316.42,0.0,-4.7, , 
,2317.75,2080,85.5,-13.3,01101001,2318.08,2080,32.5,4.12,418.2,2317.42,0.0,-4.7, , 
,2318.78,2080,84.0,-6.6,01101001,2319.11,2112,51.8,6.18,612.0,2318.42,0.0,-4.7, , 
,2319.79,2112,84.0,-4.3,01101001,2320.14,2112,54.5,7.21,632.4,2319.45,0.0,-4.7, , 
,2320.84,2112,84.0,-2.3,01101001,2321.17,2144,51.8,6.18,612.0,2320.49,0.0,-4.7, , 
,2321.84,2144,84.0,-1.6,01101001,2322.18,2144,51.8,6.18,591.6,2321.51,0.0,-4.7, , 
,2322.86,2144,84.0,-2.0,01101001,2323.20,2144,50.2,6.18,591.6,2322.52,0.0,-4.7, , 
,2323.92,2144,84.0,-2.7,01101001,2324.25,2144,40.0,5.15,479.4,2323.55,0.0,-4.7, , 
,2324.90,2144,84.0,-1.2,01101001,2325.25,2144,32.5,4.12,397.8,2324.58,0.0,-4.7, , 
,2325.91,2144,84.0,-0.4,01101001,2326.27,2112,32.5,4.12,397.8,2325.58,0.0,-4.7, , 
,2326.98,2112,84.0,0.4,01101001,2327.32,2112,31.0,4.12,397.8,2326.62,0.0,-4.7, , 
,2328.01,2080,84.0,-2.0,01101001,2328.37,2080,26.7,3.09,357.0,2327.66,0.0,-4.7, , 
,2329.08,2080,84.0,-2.7,01111101,2329.43,2048,17.6,2.06,275.4,2328.73,0.0,-4.7, , 
,2330.12,2080,84.0,0.0,01111101,2330.46,2048,0.0,0.00,244.8,2329.77,0.0,-4.7, , 
,2331.16,2048,84.0,0.0,01111101,2331.53,2048,0.0,0.00,244.8,2330.81,0.0,-4.7, , 
,2332.24,1984,84.0,0.0,01111101,2332.59,1952,0.0,0.00,244.8,2331.88,0.0,-4.7, , 
,2333.27,1888,84.0,0.0,01111111,2333.63,1824,0.0,0.00,295.8,2332.92,0.0,-4.7, , 
,2334.35,1792,84.0,0.0,01111111,2334.70,1760,0.0,0.00,316.2,2333.98,0.0,-4.7, , 
,2335.37,1728,84.0,0.0,01111111,2335.71,1728,0.0,0.00,316.2,2335.01,-2.3,-4.7, , 
,2336.39,1696,84.0,0.0,01111111,2336.74,1696,0.0,0.00,316.2,2336.04,-2.3,-4.7, , 
,2337.37,1376,84.0,0.0,01111111,2337.73,992,25.1,4.12,357.0,2337.06,-2.3,-4.7, , 
,2338.35,992,84.0,0.0,01111111,2338.66,896,25.1,4.12,377.4,2338.03,-3.1,0.0, , 
,2339.27,896,84.0,0.0,01111111,2339.61,896,26.7,3.09,377.4,2338.97,-4.7,0.0, , 
,2340.22,896,84.0,-3.1,01111111,2340.50,896,26.7,3.09,397.8,2339.92,-3.9,0.0, , 
,2341.12,864,84.0,-3.5,01111111,2341.43,896,26.7,3.09,377.4,2340.80,-3.9,0.0, , 
,2342.04,896,84.0,-2.0,01111111,2342.33,896,26.7,3.09,397.8,2341.74,-4.7,0.0, , 
,2342.94,896,84.0,-0.8,01111111,2343.23,896,26.7,3.09,397.8,2342.64,-3.9,0.0, , 
,2343.82,896,84.0,-1.2,01111111,2344.12,896,26.7,3.09,397.8,2343.53,-3.9,0.0, , 
,2344.73,864,84.0,-2.0,01111111,2345.03,896,26.7,3.09,397.8,2344.43,-3.9,0.0, , 
,2345.63,896,84.0,-2.3,01111111,2345.93,896,26.7,3.09,397.8,2345.32,-3.9,0.0, , 
,2346.53,896,84.0,-1.6,01111111,2346.86,896,26.7,3.09,397.8,2346.23,-3.9,0.0, , 
,2347.49,896,84.0,-1.2,01111111,2347.83,896,26.7,3.09,377.4,2347.19,-3.9,0.0, , 
,2348.45,896,84.0,-0.8,01111111,2348.75,864,26.7,3.09,397.8,2348.14,-3.9,0.0, , 
,2349.33,896,84.0,-0.8,01111111,2349.63,864,26.7,3.09,377.4,2349.03,-3.9,0.0, , 
,2350.23,896,84.0,-2.0,01111111,2350.53,896,26.7,3.09,397.8,2349.93,-3.9,0.0, , 
,2351.13,896,84.0,-2.7,01111111,2351.43,896,26.7,3.09,397.8,2350.83,-3.9,0.0, , 
,2352.07,896,84.0,-2.0,01111111,2352.38,896,26.7,3.09,397.8,2351.75,-3.9,0.0, , 
,2352.98,896,84.0,-1.2,01111111,2353.29,896,26.7,3.09,397.8,2352.68,-3.9,0.0, , 
,2353.89,864,84.0,-1.6,01111111,2354.17,864,26.7,3.09,377.4,2353.59,-3.9,0.0, , 
,2354.77,864,84.0,-2.3,01111111,2355.07,896,26.7,3.09,397.8,2354.47,-4.7,0.0, , 
,2355.69,864,84.0,-3.1,01111111,2356.01,864,26.7,3.09,397.8,2355.37,-3.9,0.0, , 
,2356.65,864,84.0,-3.5,01111111,2356.96,896,28.2,3.09,397.8,2356.32,-3.9,0.0, , 
,2357.58,896,84.0,-4.3,01111111,2357.88,896,28.2,3.09,397.8,2357.26,-3.9,0.0, , 
,2358.49,896,84.0,-5.9,01111111,2358.81,896,26.7,3.09,397.8,2358.19,-3.9,0.0, , 
,2359.41,864,84.0,-5.9,01111111,2359.72,896,28.2,3.09,397.8,2359.12,-3.9,0.0, , 
,2360.29,896,84.0,-5.9,01111111,2360.61,896,28.2,3.09,397.8,2360.00,-3.9,0.0, , 
,2361.19,864,84.0,-5.5,01111111,2361.49,896,28.2,3.09,397.8,2360.90,-3.9,0.0, , 
,2362.12,864,84.0,-5.1,01111111,2362.43,896,28.2,3.09,397.8,2361.82,-3.9,0.0, , 
,2363.04,800,84.0,-5.5,01111111,2363.32,736,28.2,3.09,418.2,2362.75,-3.9,0.0, , 
,2363.92,800,84.0,-5.9,01111111,2364.22,800,29.4,3.09,418.2,2363.62,-4.7,0.0, , 
,2364.82,768,84.0,-7.8,01111111,2365.13,768,31.0,3.09,438.6,2364.52,-4.7,0.0, , 
,2365.73,800,84.0,-7.4,01111111,2366.04,800,29.4,3.09,418.2,2365.44,-3.9,0.0, , 
,2366.65,800,84.0,-7.8,01111111,2366.95,800,29.4,3.09,418.2,2366.36,-4.7,0.0, , 
,2367.54,800,84.0,-7.4,01111111,2367.84,800,29.4,3.09,418.2,2367.24,-4.7,0.0, , 
,2368.42,800,84.0,-7.0,01111111,2368.71,800,29.4,3.09,418.2,2368.13,-4.7,0.0, , 
,2369.32,768,84.0,-7.0,01111111,2369.63,768,29.4,3.09,418.2,2369.02,-4.7,0.0, , 
,2370.23,800,84.0,-6.6,01111111,2370.53,800,29.4,3.09,418.2,2369.92,-4.7,0.0, , 
,2371.11,768,84.0,-7.0,01111111,2371.40,800,29.4,3.09,438.6,2370.83,-4.7,0.0, , 
,2372.00,800,84.0,-7.0,01111111,2372.29,768,29.4,3.09,418.2,2371.69,-4.7,0.0, , 
,2372.89,768,84.0,-7.0,01111111,2373.19,800,29.4,3.09,418.2,2372.59,-4.7,0.0, , 
,2373.79,800,84.0,-7.0,01111111,2374.09,768,28.2,3.09,418.2,2373.48,-4.7,0.0, , 
,2374.68,768,84.0,-7.4,01101011,2374.98,800,47.1,7.21,591.6,2374.39,-4.7,0.0, , 
,2375.60,1056,84.0,0.0,01101011,2375.92,1120,81.2,13.39,948.6,2375.31,-2.3,0.0, , 
,2376.68,1536,84.0,0.0,01101011,2376.99,1408,76.9,11.33,887.4,2376.28,-0.8,-4.7, , 
,2377.69,2016,84.0,-6.6,01101001,2378.03,2240,57.6,7.21,652.8,2377.36,-0.8,-4.7, , 
,2378.70,2400,84.0,0.0,01111101,2379.03,1920,0.0,0.00,316.2,2378.37,0.0,-4.7, , 
,2379.64,960,84.0,0.0,01111111,2380.06,1376,28.2,4.12,377.4,2379.33,-3.1,0.0, , 
,2380.78,1440,84.0,0.0,01101011,2381.15,1440,25.1,3.09,357.0,2380.43,-2.3,0.0, , 
,2381.80,1472,84.0,-5.5,01101011,2382.25,1472,25.1,3.09,336.6,2381.52,-3.1,0.0, , 
,2382.81,1472,84.0,-5.1,01101011,2383.07,1472,25.1,3.09,357.0,2382.54,-2.3,0.0, , 
,2383.63,1504,82.5,-4.7,01111111,2384.01,1536,22.0,3.09,336.6,2383.34,-2.3,0.0, , 
,2384.56,1472,82.5,-2.3,01111111,2384.87,1376,23.5,3.09,336.6,2384.28,-3.1,-4.7, , 
,2385.48,992,82.5,-3.5,01111111,2385.79,864,26.7,3.09,377.4,2385.19,-3.1,0.0, , 
,2386.39,896,82.5,-4.3,01111111,2386.71,896,28.2,3.09,397.8,2386.09,-3.9,0.0, , 
,2387.35,896,82.5,-6.6,01111111,2387.67,896,28.2,3.09,397.8,2387.03,-3.9,0.0, , 
,2388.30,896,82.5,-6.6,01111111,2388.60,896,28.2,3.09,397.8,2387.98,-3.9,0.0, , 
,2389.20,1248,82.5,0.0,01101011,2389.54,1248,42.7,6.18,550.8,2388.89,-3.1,0.0, , 
,2390.22,1216,82.5,-4.7,01101011,2390.57,1280,47.1,6.18,591.6,2389.89,-2.3,0.0, , 
,2391.23,1344,82.5,-5.5,01101011,2391.58,1408,38.4,5.15,479.4,2390.90,-1.6,0.0, , 
,2392.26,1408,82.5,0.0,01101011,2392.60,1376,31.0,4.12,397.8,2391.92,-2.3,0.0, , 
,2393.27,1408,81.0,0.0,01101011,2393.62,1472,67.8,10.30,795.6,2392.94,-1.6,0.0, , 
,2394.39,1664,82.5,0.0,01101011,2394.77,1760,57.6,7.21,673.2,2394.01,-1.6,-4.7, , 
,2395.48,1952,82.5,-6.3,01101011,2395.82,2080,66.3,8.24,734.4,2395.13,0.0,-4.7, , 
,2396.49,2272,82.5,0.0,01101001,2396.82,2336,45.9,6.18,520.2,2396.15,0.0,-4.7, , 
,2397.51,2432,82.5,0.4,01101001,2397.84,2496,41.2,5.15,479.4,2397.14,0.0,-4.7, , 
,2398.53,2176,82.5,0.0,01111101,2398.84,1632,0.0,0.00,316.2,2398.18,0.0,-4.7, , 
,2399.40,960,82.5,0.0,01111111,2399.73,960,28.2,4.12,397.8,2399.13,-3.9,0.0, , 
,2400.35,896,82.5,0.0,01111111,2400.65,864,26.7,3.09,397.8,2400.04,-3.9,0.0, , 
,2401.26,896,82.5,0.0,01111111,2401.58,896,26.7,3.09,397.8,2400.95,-3.9,0.0, , 
,2402.19,864,82.5,-5.9,01111111,2402.48,864,26.7,3.09,397.8,2401.88,-3.9,0.0, , 
,2403.08,896,82.5,-5.5,01101011,2403.40,1056,36.9,5.15,459.0,2402.79,-3.9,0.0, , 
,2404.09,1376,82.5,0.0,01101011,2404.43,1408,76.9,13.39,887.4,2403.75,-2.3,0.0, , 
,2405.04,1536,82.5,0.0,01101011,2405.37,1600,85.5,13.39,969.0,2404.70,-0.8,0.0, , 
,2406.06,1728,82.5,0.0,01101011,2406.40,1824,87.1,12.36,969.0,2405.72,-0.8,-4.7, , 
,2407.12,1952,82.5,-11.7,01101011,2407.47,2048,88.6,11.33,969.0,2406.76,0.0,-4.7, , 
,2408.16,2208,82.5,-17.2,01101001,2408.51,2272,88.6,11.33,969.0,2407.82,0.0,-4.7, , 
,2409.19,2400,82.5,-19.9,01101001,2409.54,2496,85.5,10.30,928.2,2408.86,0.0,-4.7, , 
,2410.22,2624,82.5,-24.2,01101001,2410.55,2688,78.4,8.24,846.6,2409.87,0.0,-4.7, , 
,2411.22,2592,84.0,0.0,01111101,2411.54,2112,0.0,0.00,316.2,2410.89,0.0,-4.7, , 
,2412.20,1696,84.0,0.0,01101011,2412.55,2048,19.2,3.09,295.8,2411.84,-3.1,-4.7, , 
,2413.23,2080,84.0,0.0,01101001,2413.57,2080,22.0,3.09,316.2,2412.88,0.0,-4.7, , 
,2414.27,2080,84.0,-9.4,01101001,2414.63,2112,22.0,2.06,316.2,2413.92,0.0,-4.7, , 
,2415.31,2112,84.0,-9.0,01111101,2415.65,2080,0.0,0.00,244.8,2414.97,0.0,-4.7, , 
,2416.33,2112,84.0,0.0,01111101,2416.65,2112,0.0,0.00,244.8,2415.99,0.0,-4.7, , 
,2417.35,2112,84.0,0.0,01111101,2417.68,2112,0.0,0.00,244.8,2417.01,0.0,-4.7, , 
,2418.39,2112,84.0,0.0,01111101,2418.72,2112,0.0,0.00,244.8,2418.03,0.0,-4.7, , 
,2419.40,2080,84.0,0.0,01111101,2419.74,2048,0.0,0.00,244.8,2419.05,0.0,-4.7, , 
,2420.45,2016,85.5,0.0,01111101,2420.79,1952,0.0,0.00,244.8,2420.09,0.0,-4.7, , 
,2421.50,1824,85.5,0.0,01111111,2421.82,1760,0.0,0.00,316.2,2421.15,0.0,-4.7, , 
,2422.50,1664,85.5,0.0,01111111,2422.84,1600,0.0,0.00,316.2,2422.15,-2.3,-4.7, , 
,2423.45,1504,85.5,0.0,01111111,2423.75,1472,0.0,0.00,336.6,2423.15,-3.1,-4.7, , 
,2424.42,1408,85.5,0.0,01111111,2424.75,1376,0.0,0.00,336.6,2424.08,-3.1,0.0, , 
,2425.40,1312,85.5,0.0,01111111,2425.72,1280,22.0,3.09,336.6,2425.08,-3.1,0.0, , 
,2426.36,1280,85.5,0.0,01111111,2426.68,1184,22.0,3.09,336.6,2426.05,-3.1,0.0, , 
,2427.28,864,85.5,0.0,01111111,2427.57,896,28.2,3.09,397.8,2427.00,-3.9,0.0, , 
,2428.19,896,85.5,-1.6,01111111,2428.50,960,28.2,3.09,397.8,2427.88,-3.9,0.0, , 
,2429.16,1536,85.5,-7.4,01101011,2429.50,1664,20.8,2.06,316.2,2428.80,-3.9,0.0, , 
,2430.18,1632,85.5,2.7,01101011,2430.51,1664,25.1,3.09,357.0,2429.82,-3.1,-4.7, , 
,2431.18,1664,85.5,5.1,01111111,2431.54,1664,22.0,3.09,316.2,2430.84,-2.3,-4.7, , 
,2432.24,1696,85.5,6.6,01111111,2432.59,1664,22.0,3.09,316.2,2431.91,-3.1,-4.7, , 
,2433.32,1632,85.5,9.4,01101011,2433.71,1696,28.2,4.12,377.4,2432.94,-3.1,-4.7, , 
,2434.40,1664,85.5,0.0,01111111,2434.73,1696,23.5,3.09,336.6,2434.06,-1.6,-4.7, , 
,2435.42,1728,85.5,2.0,01111111,2435.77,1696,22.0,3.09,316.2,2435.09,-2.3,-4.7, , 
,2436.52,1760,85.5,2.7,01101011,2436.90,1728,42.7,6.18,520.2,2436.14,-2.3,-4.7, , 
,2437.61,1760,84.0,0.8,01101011,2437.98,1792,42.7,5.15,520.2,2437.28,-1.6,-4.7, , 
,2438.75,1856,84.0,-2.0,01101011,2439.12,1888,48.6,6.18,591.6,2438.37,0.0,-4.7, , 
,2439.86,1952,85.5,-0.8,01101011,2440.22,1952,44.3,6.18,550.8,2439.49,0.0,-4.7, , 
,2440.92,1984,84.0,-1.2,01101001,2441.28,2016,34.1,4.12,418.2,2440.57,0.0,-4.7, , 
,2441.99,2016,84.0,1.6,01101001,2442.35,2016,34.1,4.12,438.6,2441.62,0.0,-4.7, , 
,2443.05,2048,84.0,1.2,01101001,2443.38,2080,36.9,4.12,438.6,2442.70,0.0,-4.7, , 
,2444.09,2080,82.5,-0.8,01101001,2444.45,2112,42.7,5.15,520.2,2443.74,0.0,-4.7, , 
,2445.15,2144,82.5,0.4,01101001,2445.51,2176,54.5,7.21,632.4,2444.81,0.0,-4.7, , 
,2446.19,2240,82.5,-2.3,01101001,2446.53,2272,51.8,6.18,612.0,2445.86,0.0,-4.7, , 
,2447.21,2336,82.5,2.0,01101001,2447.57,2336,50.2,6.18,571.2,2446.87,0.0,-4.7, , 
,2448.26,2400,82.5,3.1,01101001,2448.66,2400,29.4,3.09,377.4,2447.91,0.0,-4.7, , 
,2449.32,2400,82.5,3.1,01101001,2449.67,2400,31.0,4.12,377.4,2448.99,0.0,-4.7, , 
,2450.38,2400,82.5,5.9,01101001,2450.71,2432,45.9,6.18,520.2,2450.01,0.0,-4.7, , 
,2451.41,2432,82.5,5.5,01101001,2451.76,2464,53.3,7.21,612.0,2451.07,0.0,-4.7, , 
,2452.43,2496,82.5,1.2,01101001,2452.77,2528,51.8,7.21,591.6,2452.11,0.0,-4.7, , 
,2453.45,2560,82.5,0.8,01101001,2453.78,2592,50.2,6.18,591.6,2453.10,0.0,-4.7, , 
,2454.46,2592,82.5,1.6,01101001,2454.79,2624,50.2,6.18,571.2,2454.13,0.0,-4.7, , 
,2455.45,2656,82.5,3.1,01111101,2455.79,2240,0.0,0.00,316.2,2455.12,0.0,-4.7, , 
,2456.48,1216,82.5,0.0,01101011,2456.85,1440,28.2,4.12,377.4,2456.14,-3.1,-4.7, , 
,2457.56,1920,82.5,0.0,01101011,2457.92,1856,20.8,2.06,295.8,2457.21,0.0,-4.7, , 
,2458.64,1824,82.5,-3.9,01111111,2458.98,1824,0.0,0.00,295.8,2458.26,0.0,-4.7, , 
,2459.69,1792,82.5,0.0,01111111,2460.04,1760,0.0,0.00,316.2,2459.31,0.0,-4.7, , 
,2460.73,1728,84.0,0.0,01111111,2461.06,1696,0.0,0.00,316.2,2460.39,-2.3,-4.7, , 
,2461.77,1664,84.0,0.0,01111111,2462.10,1632,0.0,0.00,316.2,2461.43,-2.3,-4.7, , 
,2462.77,1600,84.0,0.0,01111111,2463.11,1568,0.0,0.00,316.2,2462.44,-2.3,-4.7, , 
,2463.81,1536,84.0,0.0,01101011,2464.14,1568,28.2,4.12,377.4,2463.44,-3.1,-4.7, , 
,2464.84,1536,84.0,-2.3,01101011,2465.18,1536,28.2,3.09,377.4,2464.49,-2.3,-4.7, , 
,2465.84,1536,84.0,-2.0,01101011,2466.19,1536,26.7,3.09,357.0,2465.51,-2.3,-4.7, , 
,2466.84,1504,84.0,-1.6,01101011,2467.24,1504,32.5,4.12,418.2,2466.50,-2.3,-4.7, , 
,2467.95,1504,84.0,-2.0,01101011,2468.26,1536,41.2,5.15,499.8,2467.62,-2.3,-4.7, , 
,2469.02,1536,84.0,0.0,01111111,2469.35,1024,25.1,4.12,377.4,2468.65,-1.6,-4.7, , 
,2470.03,1600,84.0,0.0,01101011,2470.39,1952,0.0,0.00,275.4,2469.68,-3.1,0.0, , 
,2471.11,1888,84.0,0.0,01101011,2471.47,1920,22.0,3.09,316.2,2470.75,0.0,-4.7, , 
,2472.20,1888,84.0,0.8,01101011,2472.57,1888,28.2,3.09,377.4,2471.84,0.0,-4.7, , 
,2473.34,1888,84.0,1.2,01101011,2473.71,1920,34.1,4.12,438.6,2472.96,0.0,-4.7, , 
,2474.45,1920,85.5,1.6,01101011,2474.82,1952,36.9,5.15,459.0,2474.07,0.0,-4.7, , 
,2475.53,1952,84.0,0.8,01101011,2475.89,1952,44.3,5.15,520.2,2475.19,0.0,-4.7, , 
,2476.59,2016,85.5,0.4,01101001,2476.95,2016,40.0,5.15,479.4,2476.25,0.0,-4.7, , 
,2477.67,2016,84.0,0.0,01101001,2478.04,2016,28.2,3.09,357.0,2477.32,0.0,-4.7, , 
,2478.76,2016,84.0,-1.2,01101001,2479.11,2016,25.1,3.09,336.6,2478.40,0.0,-4.7, , 
,2479.79,2016,84.0,-1.2,01101001,2480.15,2016,25.1,3.09,336.6,2479.45,0.0,-4.7, , 
,2480.90,1984,84.0,-3.1,01101001,2481.27,1984,20.8,2.06,295.8,2480.54,0.0,-4.7, , 
,2481.98,1952,84.0,-4.3,01101011,2482.34,1952,17.6,2.06,275.4,2481.63,0.0,-4.7, , 
,2483.06,1888,84.0,-3.5,01101011,2483.41,1952,26.7,3.09,357.0,2482.70,0.0,-4.7, , 
,2484.13,1920,84.0,0.0,01101011,2484.47,1920,32.5,4.12,418.2,2483.77,0.0,-4.7, , 
,2485.19,1920,84.0,2.3,01101011,2485.54,1952,32.5,4.12,418.2,2484.82,0.0,-4.7, , 
,2486.29,1952,84.0,1.6,01101011,2486.66,1952,32.5,4.12,397.8,2485.93,0.0,-4.7, , 
,2487.38,1952,84.0,1.2,01101011,2487.73,1952,32.5,4.12,418.2,2487.01,0.0,-4.7, , 
,2488.46,1952,84.0,0.8,01101011,2488.82,1920,19.2,2.06,295.8,2488.11,0.0,-4.7, , 
